0.935373	0.993815	0.987883	-0.910104	0.723678	-0.409412	0.0870161	-0.256838	-0.985615	-0.335471	0.864587	0.671358	-0.374151	0.4129	0.892486	0.957194	0.955655	-0.269049	-0.97906	-0.415884	0.156375	-0.789536	-0.882528	0.388252	-0.935958	0.925752	0.996093	-0.991292	-0.831054	-0.80756	0.73747	-0.99625	0.996628	0.991186	0.608097	0.961084	0.894021	0.991603	0.205476	0.822518	-0.956341	0.247036	-0.948467	0.910841	0.84241	-0.518629	-0.923672	-0.984567	0.982051	0.964372	0.60739	0.801502	0.932383	0.114203	0.514314	-0.942386	0.996375	-0.556242	-0.686953	-0.998377	0.92572	0.994634	-0.830823	0.988963	0.99917	-0.999821	0.999927	-0.999126	0.998348	-0.961258	-0.999151	0.996332	0.897096	-0.933211	0.986024	0.999493	0.999849	0.98356	0.904155	0.999966	0.997423	-0.0827138	-0.7259	0.920866	-0.99945	-0.93599	0.111332	0.144975	0.899536	-0.999998	0.995633	0.991791	-0.813399	-0.289294	0.892522	0.965948	-0.889971	-0.978076	-0.862835	-0.99969	-0.999937	0.999679	0.999256	-0.97712	-0.99952	0.998937	-0.914918	0.997264	-0.999795	0.999383	0.998545	-0.955681	0.999886	-0.988402	-0.99983	0.910053	0.999986	-0.0977193	0.99897	-0.998194	0.901445	-0.999979	-0.952554	-0.999992	0.99881	0.997389	-0.999856	-0.995106
0.873434	0.999841	0.999961	-0.0265461	0.973226	0.782835	0.225571	0.88852	0.993922	0.975325	0.604591	-0.749335	0.985719	0.972877	0.999937	0.843209	-0.285579	0.896075	0.939091	0.665735	0.986428	0.567399	-0.788292	-0.877473	-0.973637	0.930491	0.992307	-0.989485	-0.27539	0.164873	-0.379823	-0.994612	0.999781	0.392549	-0.997477	0.521986	0.780036	0.758621	0.998612	-0.916919	-0.91359	0.538719	-0.566506	0.999726	-0.944312	-0.318213	0.318033	-0.989293	0.756199	-0.618732	-0.789892	-0.875868	-0.0389313	0.827176	-0.986309	-0.13253	0.999608	-0.998573	0.548063	-0.994102	0.565096	0.731485	-0.963901	0.998284	0.99917	-0.999983	0.999904	-0.992666	0.973621	-0.742823	-0.99907	0.745177	0.522876	-0.974011	0.999448	0.997066	0.999941	-0.661709	0.617745	0.998467	0.9998	-0.565871	-0.965537	0.997046	-0.999903	-0.98846	0.629237	-0.912261	0.486778	-0.999787	0.928486	0.998769	-0.996479	0.902671	0.971539	0.997912	-0.999391	-0.999872	-0.927527	-0.925356	-0.999989	0.999467	0.962539	-0.987811	-0.999771	0.999585	-0.877779	0.999556	-0.988865	0.997222	0.998683	-0.793003	0.997778	-0.993583	-0.98244	0.724677	0.999984	0.964678	0.990683	-0.996258	0.347011	-0.975886	-0.99963	-0.994853	0.999943	0.608813	-0.999997	-0.998739
0.709547	0.999725	0.998863	-0.659139	0.817293	-0.362076	0.861417	0.850903	0.998543	-0.793277	0.321373	-0.788731	0.789246	0.952169	0.996313	0.73351	0.994766	0.182712	-0.980767	0.842034	0.97055	-0.274402	-0.928783	-0.95066	-0.990516	0.9532	0.996099	-0.994705	0.676136	-0.634563	0.58625	-0.997899	0.999809	0.923392	0.955066	0.967894	0.921951	0.972308	0.973618	-0.543765	-0.863785	0.603044	-0.95682	0.972257	0.87355	-0.796412	-0.89276	-0.990132	0.814517	0.115101	-0.872707	0.345696	0.92999	-0.349414	-0.836685	-0.964224	0.999887	-0.997294	-0.901821	-0.995949	0.857486	0.975841	-0.567028	0.92295	0.999624	-0.999996	0.999968	-0.99845	0.998013	-0.999216	-0.999969	0.997922	0.886207	-0.979451	0.998209	0.999639	0.999995	0.785535	0.977355	0.999993	0.994119	0.620078	-0.991926	0.828984	-0.999983	-0.871523	0.956745	-0.734892	0.996072	-1.0	0.968882	0.998503	-0.985117	0.855461	0.988351	0.89348	-0.999766	-0.998238	-0.927954	-0.992488	-0.999863	0.99975	0.998616	-0.915079	-0.999988	0.999825	-0.92016	0.979358	-0.999787	0.999812	0.998832	-0.304883	0.99996	-0.9997	-0.999947	-0.318657	0.999997	0.588696	0.999229	-0.999907	0.960484	-0.999975	-0.959639	-0.999994	0.99995	0.990935	-0.999979	-0.993917
0.970572	0.954111	0.989933	0.9754	0.954593	-0.766483	-0.981601	-0.764249	0.817773	0.988123	0.998888	-0.963497	-0.501837	0.182296	0.987499	-0.722702	-0.447129	0.350229	-0.979343	0.91226	0.970019	0.86655	-0.973801	-0.975776	-0.999732	0.998988	0.997476	-0.659557	-0.980907	0.937686	0.857812	-0.995219	0.493316	0.724288	0.398596	0.814349	0.597875	0.886167	0.994417	0.102827	0.979571	-0.618292	-0.990188	0.998828	0.889079	-0.665599	0.072126	0.960438	0.998013	-0.72816	-0.994584	0.92513	0.197794	-0.500736	-0.626206	-0.211415	0.999764	-0.986456	-0.991209	-0.908856	0.265107	0.465371	0.754441	0.642318	0.409147	-0.937761	-0.660288	-0.926582	-0.962729	-0.926888	-0.210784	-0.926989	0.720648	0.373371	0.29395	0.997394	0.933843	0.998694	0.845302	0.997341	0.999407	-0.990229	-0.920737	0.997649	-0.991672	-0.631796	0.969954	-0.994286	-0.674327	-0.957294	0.075485	0.995862	0.228364	0.211362	0.961623	-0.938592	-0.996543	-0.966746	-0.876495	-0.998393	0.937889	0.896672	-0.946823	-0.289719	0.360949	0.589975	0.0410714	0.723004	-0.592429	0.946153	0.508424	-0.90789	-0.965651	-0.774937	-0.9999	0.440823	0.997889	0.999986	0.998566	-0.998859	0.832226	-0.9832	0.75649	-0.938441	0.990785	0.957464	-0.995933	-0.992347
0.935373	0.993815	0.987883	-0.910104	0.723678	-0.409412	0.0870161	-0.256838	-0.985615	-0.335471	0.864587	0.671358	-0.374151	0.4129	0.892486	0.957194	0.955655	-0.269049	-0.97906	-0.415884	0.156375	-0.789536	-0.882528	0.388252	-0.935958	0.925752	0.996093	-0.991292	-0.831054	-0.80756	0.73747	-0.99625	0.996628	0.991186	0.608097	0.961084	0.894021	0.991603	0.205476	0.822518	-0.956341	0.247036	-0.948467	0.910841	0.84241	-0.518629	-0.923672	-0.984567	0.982051	0.964372	0.60739	0.801502	0.932383	0.114203	0.514314	-0.942386	0.996375	-0.556242	-0.686953	-0.998377	0.92572	0.994634	-0.830823	0.988963	0.99917	-0.999821	0.999927	-0.999126	0.998348	-0.961258	-0.999151	0.996332	0.897096	-0.933211	0.986024	0.999493	0.999849	0.98356	0.904155	0.999966	0.997423	-0.0827138	-0.7259	0.920866	-0.99945	-0.93599	0.111332	0.144975	0.899536	-0.999998	0.995633	0.991791	-0.813399	-0.289294	0.892522	0.965948	-0.889971	-0.978076	-0.862835	-0.99969	-0.999937	0.999679	0.999256	-0.97712	-0.99952	0.998937	-0.914918	0.997264	-0.999795	0.999383	0.998545	-0.955681	0.999886	-0.988402	-0.99983	0.910053	0.999986	-0.0977193	0.99897	-0.998194	0.901445	-0.999979	-0.952554	-0.999992	0.99881	0.997389	-0.999856	-0.995106
0.920883	0.999526	0.999528	-0.469568	0.992608	-0.416397	-0.850919	-0.757987	0.99598	-0.381537	0.826616	-0.788767	0.91184	0.952508	0.980426	0.896285	0.991237	0.62002	-0.966707	0.666996	0.9563	-0.367327	-0.863773	-0.990679	-0.994405	0.994582	0.992353	-0.976325	-0.738626	0.520558	0.446434	-0.998574	0.999447	0.823913	0.915888	0.938073	0.804771	0.906623	0.972158	-0.433807	-0.96019	0.548721	-0.945562	0.999791	0.862516	-0.811862	-0.970093	-0.373504	-0.890243	-0.737005	-0.334056	-0.368091	0.829142	-0.52868	-0.499848	-0.586792	0.999818	-0.999333	0.317032	-0.958878	0.855314	0.982001	0.394193	0.982535	0.997613	-0.999995	0.999987	-0.999583	0.994661	-0.997409	-0.999897	0.993914	0.955711	-0.982936	0.977547	0.999429	0.99996	0.251312	0.800284	0.999942	0.999279	0.510522	-0.993578	0.840961	-0.999798	0.312652	0.981798	-0.939444	0.927583	-0.999991	0.98044	0.999608	-0.643435	0.819924	0.841782	0.933009	-0.999852	-0.999532	-0.745354	-0.997599	-0.998795	0.999916	0.994913	-0.946945	-0.999449	0.999756	-0.987238	0.997903	-0.998247	0.997987	0.999676	-0.945937	0.999812	-0.997437	-0.999272	0.880653	0.999991	0.794497	0.99236	-0.999956	-0.382445	-0.999913	-0.991856	-0.999969	0.99999	0.985673	-0.999985	-0.988911
0.899739	0.999791	0.999672	-0.458485	0.981519	-0.392948	0.713277	0.527974	0.998005	-0.785206	0.540594	-0.775343	0.80049	0.97278	0.997076	0.910934	0.990723	0.0929223	-0.969706	0.867077	0.980939	-0.0551655	-0.961325	-0.984534	-0.991638	0.988302	0.996934	-0.987662	0.251604	-0.323849	0.420588	-0.998404	0.999749	0.854502	0.936764	0.958019	0.897545	0.92126	0.978621	-0.591631	-0.941997	0.635932	-0.960742	0.997426	0.844849	-0.844507	-0.932809	-0.989183	-0.941044	-0.0307909	-0.860396	-0.40166	0.866787	-0.669191	-0.847532	-0.908678	0.999879	-0.998822	-0.717113	-0.992199	0.860289	0.977609	-0.252962	0.98439	0.999434	-0.999998	0.999988	-0.999631	0.996724	-0.999289	-0.999994	0.999569	0.944989	-0.991469	0.996568	0.99969	0.999998	0.0655631	0.910738	0.999982	0.993271	0.857694	-0.997033	0.876463	-0.999934	0.3527	0.980464	-0.90455	0.996162	-0.999997	0.872555	0.995885	-0.901513	0.90985	0.882895	0.973343	-0.999903	-0.998894	-0.868961	-0.988787	-0.991336	0.999969	0.998822	-0.92339	-0.99982	0.99985	-0.988274	0.99277	-0.999813	0.999891	0.999276	-0.844463	0.99997	-0.999666	-0.999573	0.602138	0.999998	0.239471	0.998042	-0.999941	0.600135	-0.999929	-0.995727	-0.999993	0.999998	0.977562	-0.999991	-0.98927
0.914403	0.999595	0.999925	0.92871	0.999665	0.485847	-0.999043	-0.991532	0.993032	0.961108	0.661988	-0.347901	0.620921	0.926445	0.995931	0.677843	-0.158857	0.997085	0.94923	0.336795	0.988731	0.520086	-0.729115	-0.97565	-0.986478	0.962982	0.998504	-0.986431	-0.888085	0.927512	0.86063	-0.999789	0.999723	0.914937	-0.985887	0.793776	0.99207	0.716136	0.999974	-0.775863	-0.20658	0.309562	-0.934422	0.999855	-0.967159	0.325712	-0.95792	-0.472039	0.396087	-0.942037	-0.697578	0.245443	-0.591109	0.949395	-0.964716	-0.96113	0.999934	-0.999205	-0.985968	-0.913583	-0.950962	-0.991113	0.153754	0.986025	0.993951	-0.999981	0.99995	-0.998932	0.999781	-0.981249	-0.928672	-0.419171	0.838316	-0.982639	0.996737	0.999838	0.999925	0.97288	-0.653898	0.998679	0.999951	-0.793449	-0.996941	0.998239	-0.999923	-0.966415	0.0618769	-0.994314	-0.0751731	-0.99913	0.999963	0.999497	-0.984597	0.963815	0.991206	0.992976	-0.988929	-0.999887	-0.990378	-0.999652	-0.999993	0.999952	0.97732	-0.96873	-0.999538	0.999656	-0.791505	0.998909	-0.961999	0.996419	0.999448	-0.865718	0.998755	-0.942756	-0.996529	0.99127	0.999869	0.977616	0.999763	-0.999756	0.85469	-0.999931	-0.999937	-0.999646	0.99984	0.998442	-0.999985	-0.999734
0.841507	0.999831	0.999949	0.0449852	0.998531	0.511303	0.602271	0.154776	0.995504	0.970324	0.475059	-0.527197	0.928591	0.930224	0.999898	0.891668	0.72651	0.980883	0.94556	0.654538	0.985405	0.324301	-0.710943	-0.8448	-0.989476	0.962435	0.998776	-0.992712	-0.889268	0.603989	0.17378	-0.998645	0.99983	0.67311	-0.997772	0.555532	0.977892	0.975449	0.969363	-0.737652	-0.83016	0.405384	-0.767898	0.999641	-0.94971	0.183164	-0.975829	-0.984133	0.928733	-0.927161	-0.727657	-0.929878	-0.0518497	0.933914	-0.976252	-0.939515	0.99958	-0.997692	-0.141549	-0.992304	0.784017	0.722457	-0.980474	0.993976	0.999004	-0.99999	0.999922	-0.987309	0.999576	-0.880994	-0.995716	0.110762	0.218394	-0.94026	0.999254	0.999561	0.999974	0.840739	0.464936	0.997863	0.999934	-0.840043	-0.958424	0.995945	-0.999906	-0.9966	-0.0908231	-0.787057	-0.323164	-0.999789	0.999907	0.999427	-0.996674	0.874075	0.997498	0.997289	-0.994809	-0.999703	-0.930043	-0.996831	-0.999989	0.999947	0.984419	-0.97125	-0.999902	0.998866	-0.838962	0.995332	-0.948041	0.998404	0.994821	-0.376735	0.997523	-0.9347	-0.992261	0.953657	0.999975	0.983807	0.995723	-0.999281	0.712298	-0.999125	-0.999768	-0.996037	0.999895	0.981733	-0.999996	-0.999969
0.694492	0.965478	0.994709	-0.654457	-0.974676	0.695128	-0.845644	-0.724241	-0.998378	0.884785	0.762189	0.168413	0.937162	0.987179	0.996311	-0.981514	-0.91878	-0.979065	0.983551	0.327075	0.848163	0.298881	-0.357366	0.178435	-0.950424	0.936292	-0.250235	-0.895586	-0.905686	-0.889895	0.756494	-0.955719	0.678069	-0.357491	-0.99993	0.739873	-0.651767	0.988948	0.998988	-0.42432	-0.964684	-0.258484	0.629268	0.969533	0.388674	-0.652274	0.997057	-0.995135	-0.764305	0.992782	0.74344	-0.602425	0.495613	-0.202739	-0.55423	0.941348	0.926512	-0.93129	0.829181	-0.957094	-0.90832	-0.234655	-0.975472	0.986839	0.999941	-0.999452	0.99992	-0.999987	0.865925	0.495086	-0.998994	0.997217	0.994623	-0.999049	0.960647	0.978654	0.996052	-0.912623	0.997696	0.999936	0.99703	0.848078	-0.992582	0.395027	-0.99991	-0.317604	0.987747	-0.741181	0.662145	-0.999785	0.92205	0.973673	-0.92216	0.893312	0.357442	0.996753	-0.999343	-0.976248	-0.999257	-0.9583	0.24454	0.924618	0.984856	-0.997918	-0.997163	0.999471	-0.85865	0.998953	-0.957699	0.574683	0.999827	-0.994314	0.940323	-0.999908	-0.948458	0.883961	0.999648	0.17738	0.985125	-0.999591	0.987814	-0.98335	-0.552871	-0.999305	0.999771	-0.992952	-0.999558	-0.995983
